Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,StateClassID,AgeMin,AgeMax,TSTGroupID,TSTMin,TSTMax,TransitionGroupID,TransitionMultiplierTypeID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Urbanization: Medium [Type],,0.2333,,,,,
,,Klamath Mountains/California High North Coast Range,,,,,,,,,Urbanization: Open [Type],,0.4333,,,,,
,,Lake Agassiz Plain,,,,,,,,,Ag Contraction: Cropland,,0.6859,,,,,
,,Lake Agassiz Plain,,,,,,,,,Ag Contraction: Pasture,,0.3141,,,,,
,,Lake Agassiz Plain,,,,,,,,,Ag Expansion: Cropland [Type],,0.8072,,,,,
,,Lake Agassiz Plain,,,,,,,,,Ag Expansion: Pasture [Type],,0.1928,,,,,
,,Lake Agassiz Plain,,,,,,,,,Fire: High Severity [Type],,0.0170,,,,,
,,Lake Agassiz Plain,,,,,,,,,Fire: Low Severity [Type],,0.9448,,,,,
,,Lake Agassiz Plain,,,,,,,,,Fire: Medium Severity [Type],,0.0382,,,,,
,,Lake Agassiz Plain,,,,,,,,,Intensification: Low to High [Type],,0.1765,,,,,
,,Lake Agassiz Plain,,,,,,,,,Intensification: Low to Medium [Type],,0.1765,,,,,
,,Lake Agassiz Plain,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Lake Agassiz Plain,,,,,,,,,Intensification: Open to High [Type],,0.1176,,,,,
,,Lake Agassiz Plain,,,,,,,,,Intensification: Open to Low [Type],,0.1176,,,,,
,,Lake Agassiz Plain,,,,,,,,,Intensification: Open to Medium [Type],,0.4118,,,,,
,,Lake Agassiz Plain,,,,,,,,,Urbanization: High [Type],,0.0933,,,,,
,,Lake Agassiz Plain,,,,,,,,,Urbanization: Low [Type],,0.4400,,,,,
,,Lake Agassiz Plain,,,,,,,,,Urbanization: Medium [Type],,0.2133,,,,,
,,Lake Agassiz Plain,,,,,,,,,Urbanization: Open [Type],,0.2533,,,,,
,,Madrean Archipelago,,,,,,,,,Ag Contraction: Cropland,,1.0000,,,,,
,,Madrean Archipelago,,,,,,,,,Ag Contraction: Pasture,,0.0000,,,,,
,,Madrean Archipelago,,,,,,,,,Ag Expansion: Cropland [Type],,1.0000,,,,,
,,Madrean Archipelago,,,,,,,,,Ag Expansion: Pasture [Type],,0.0000,,,,,
,,Madrean Archipelago,,,,,,,,,Fire: High Severity [Type],,0.0491,,,,,
,,Madrean Archipelago,,,,,,,,,Fire: Low Severity [Type],,0.7510,,,,,
,,Madrean Archipelago,,,,,,,,,Fire: Medium Severity [Type],,0.1999,,,,,
,,Madrean Archipelago,,,,,,,,,Intensification: Low to High [Type],,0.5000,,,,,
,,Madrean Archipelago,,,,,,,,,Intensification: Low to Medium [Type],,0.2500,,,,,
,,Madrean Archipelago,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Madrean Archipelago,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Madrean Archipelago,,,,,,,,,Intensification: Open to Low [Type],,0.0000,,,,,
,,Madrean Archipelago,,,,,,,,,Intensification: Open to Medium [Type],,0.2500,,,,,
,,Madrean Archipelago,,,,,,,,,Urbanization: High [Type],,0.1333,,,,,
,,Madrean Archipelago,,,,,,,,,Urbanization: Low [Type],,0.1333,,,,,
,,Madrean Archipelago,,,,,,,,,Urbanization: Medium [Type],,0.3333,,,,,
,,Madrean Archipelago,,,,,,,,,Urbanization: Open [Type],,0.4000,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Ag Contraction: Cropland,,0.8507,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Ag Contraction: Pasture,,0.1493,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Ag Expansion: Cropland [Type],,0.9438,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Ag Expansion: Pasture [Type],,0.0563,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Fire: High Severity [Type],,0.0662,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Fire: Low Severity [Type],,0.8108,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Fire: Medium Severity [Type],,0.1230,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Intensification: Low to High [Type],,0.1176,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Intensification: Low to Medium [Type],,0.0980,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Intensification: Medium to High [Type],,0.0261,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Intensification: Open to High [Type],,0.1046,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Intensification: Open to Low [Type],,0.1503,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Intensification: Open to Medium [Type],,0.5033,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Urbanization: High [Type],,0.0581,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Urbanization: Low [Type],,0.3419,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Urbanization: Medium [Type],,0.1919,,,,,
,,Middle Atlantic Coastal Plain,,,,,,,,,Urbanization: Open [Type],,0.4081,,,,,
,,Middle Rockies,,,,,,,,,Ag Contraction: Cropland,,0.4182,,,,,
,,Middle Rockies,,,,,,,,,Ag Contraction: Pasture,,0.5818,,,,,
,,Middle Rockies,,,,,,,,,Ag Expansion: Cropland [Type],,0.9393,,,,,
,,Middle Rockies,,,,,,,,,Ag Expansion: Pasture [Type],,0.0607,,,,,
,,Middle Rockies,,,,,,,,,Fire: High Severity [Type],,0.1821,,,,,
,,Middle Rockies,,,,,,,,,Fire: Low Severity [Type],,0.6245,,,,,
,,Middle Rockies,,,,,,,,,Fire: Medium Severity [Type],,0.1934,,,,,
,,Middle Rockies,,,,,,,,,Intensification: Low to High [Type],,0.1333,,,,,
,,Middle Rockies,,,,,,,,,Intensification: Low to Medium [Type],,0.1333,,,,,
,,Middle Rockies,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Middle Rockies,,,,,,,,,Intensification: Open to High [Type],,0.0667,,,,,
,,Middle Rockies,,,,,,,,,Intensification: Open to Low [Type],,0.0667,,,,,
,,Middle Rockies,,,,,,,,,Intensification: Open to Medium [Type],,0.6000,,,,,
,,Middle Rockies,,,,,,,,,Urbanization: High [Type],,0.1148,,,,,
,,Middle Rockies,,,,,,,,,Urbanization: Low [Type],,0.1639,,,,,
,,Middle Rockies,,,,,,,,,Urbanization: Medium [Type],,0.1803,,,,,
,,Middle Rockies,,,,,,,,,Urbanization: Open [Type],,0.5410,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Ag Contraction: Cropland,,0.8244,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Ag Contraction: Pasture,,0.1756,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Ag Expansion: Cropland [Type],,0.9764,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Ag Expansion: Pasture [Type],,0.0236,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Fire: High Severity [Type],,0.1624,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Fire: Low Severity [Type],,0.2564,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Fire: Medium Severity [Type],,0.5812,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Intensification: Low to High [Type],,0.1827,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Intensification: Low to Medium [Type],,0.1346,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Intensification: Medium to High [Type],,0.0192,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Intensification: Open to High [Type],,0.0769,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Intensification: Open to Low [Type],,0.1058,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Intensification: Open to Medium [Type],,0.4808,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Urbanization: High [Type],,0.1076,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Urbanization: Low [Type],,0.2829,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Urbanization: Medium [Type],,0.1952,,,,,
,,Mississippi Alluvial Plain,,,,,,,,,Urbanization: Open [Type],,0.4143,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Ag Contraction: Cropland,,0.0303,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Ag Contraction: Pasture,,0.9697,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.1293,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.8707,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Fire: Low Severity [Type],,0.9697,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Fire: Medium Severity [Type],,0.0303,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Intensification: Low to High [Type],,0.1622,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.0541,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0270,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Intensification: Open to High [Type],,0.0991,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Intensification: Open to Low [Type],,0.1171,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.5405,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Urbanization: High [Type],,0.0775,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Urbanization: Low [Type],,0.2650,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Urbanization: Medium [Type],,0.2150,,,,,
,,Mississippi Valley Loess Plains,,,,,,,,,Urbanization: Open [Type],,0.4425,,,,,
,,Mojave Basin and Range,,,,,,,,,Ag Contraction: Cropland,,0.8750,,,,,
,,Mojave Basin and Range,,,,,,,,,Ag Contraction: Pasture,,0.1250,,,,,
,,Mojave Basin and Range,,,,,,,,,Ag Expansion: Cropland [Type],,0.9231,,,,,
,,Mojave Basin and Range,,,,,,,,,Ag Expansion: Pasture [Type],,0.0769,,,,,
,,Mojave Basin and Range,,,,,,,,,Fire: High Severity [Type],,0.0536,,,,,
,,Mojave Basin and Range,,,,,,,,,Fire: Low Severity [Type],,0.6932,,,,,
,,Mojave Basin and Range,,,,,,,,,Fire: Medium Severity [Type],,0.2532,,,,,
,,Mojave Basin and Range,,,,,,,,,Intensification: Low to High [Type],,0.1912,,,,,
,,Mojave Basin and Range,,,,,,,,,Intensification: Low to Medium [Type],,0.1618,,,,,
,,Mojave Basin and Range,,,,,,,,,Intensification: Medium to High [Type],,0.0147,,,,,
,,Mojave Basin and Range,,,,,,,,,Intensification: Open to High [Type],,0.1176,,,,,
,,Mojave Basin and Range,,,,,,,,,Intensification: Open to Low [Type],,0.0882,,,,,
,,Mojave Basin and Range,,,,,,,,,Intensification: Open to Medium [Type],,0.4265,,,,,
,,Mojave Basin and Range,,,,,,,,,Urbanization: High [Type],,0.0664,,,,,
,,Mojave Basin and Range,,,,,,,,,Urbanization: Low [Type],,0.3075,,,,,
,,Mojave Basin and Range,,,,,,,,,Urbanization: Medium [Type],,0.2655,,,,,
,,Mojave Basin and Range,,,,,,,,,Urbanization: Open [Type],,0.3606,,,,,
,,Nebraska Sand Hills,,,,,,,,,Ag Contraction: Cropland,,0.6203,,,,,
,,Nebraska Sand Hills,,,,,,,,,Ag Contraction: Pasture,,0.3797,,,,,
,,Nebraska Sand Hills,,,,,,,,,Ag Expansion: Cropland [Type],,0.9269,,,,,
,,Nebraska Sand Hills,,,,,,,,,Ag Expansion: Pasture [Type],,0.0731,,,,,
,,Nebraska Sand Hills,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Nebraska Sand Hills,,,,,,,,,Fire: Low Severity [Type],,0.9938,,,,,
,,Nebraska Sand Hills,,,,,,,,,Fire: Medium Severity [Type],,0.0062,,,,,
,,Nebraska Sand Hills,,,,,,,,,Intensification: Low to High [Type],,0.0000,,,,,
,,Nebraska Sand Hills,,,,,,,,,Intensification: Low to Medium [Type],,0.0000,,,,,
,,Nebraska Sand Hills,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Nebraska Sand Hills,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Nebraska Sand Hills,,,,,,,,,Intensification: Open to Low [Type],,1.0000,,,,,
,,Nebraska Sand Hills,,,,,,,,,Intensification: Open to Medium [Type],,0.0000,,,,,
,,Nebraska Sand Hills,,,,,,,,,Urbanization: High [Type],,0.0000,,,,,
,,Nebraska Sand Hills,,,,,,,,,Urbanization: Low [Type],,0.2500,,,,,
,,Nebraska Sand Hills,,,,,,,,,Urbanization: Medium [Type],,0.0000,,,,,
,,Nebraska Sand Hills,,,,,,,,,Urbanization: Open [Type],,0.7500,,,,,
,,North Cascades,,,,,,,,,Ag Contraction: Cropland,,0.0000,,,,,
,,North Cascades,,,,,,,,,Ag Contraction: Pasture,,1.0000,,,,,
,,North Cascades,,,,,,,,,Ag Expansion: Cropland [Type],,1.0000,,,,,
,,North Cascades,,,,,,,,,Ag Expansion: Pasture [Type],,0.0000,,,,,
,,North Cascades,,,,,,,,,Fire: High Severity [Type],,0.2656,,,,,
,,North Cascades,,,,,,,,,Fire: Low Severity [Type],,0.5074,,,,,
,,North Cascades,,,,,,,,,Fire: Medium Severity [Type],,0.2271,,,,,
,,North Cascades,,,,,,,,,Intensification: Low to High [Type],,0.0000,,,,,
,,North Cascades,,,,,,,,,Intensification: Low to Medium [Type],,0.0000,,,,,
,,North Cascades,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,North Cascades,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,North Cascades,,,,,,,,,Intensification: Open to Low [Type],,0.0000,,,,,
,,North Cascades,,,,,,,,,Intensification: Open to Medium [Type],,1.0000,,,,,
,,North Cascades,,,,,,,,,Urbanization: High [Type],,0.0000,,,,,
,,North Cascades,,,,,,,,,Urbanization: Low [Type],,0.2222,,,,,
,,North Cascades,,,,,,,,,Urbanization: Medium [Type],,0.1111,,,,,
,,North Cascades,,,,,,,,,Urbanization: Open [Type],,0.6667,,,,,
,,North Central Appalachians,,,,,,,,,Ag Contraction: Cropland,,0.0000,,,,,
,,North Central Appalachians,,,,,,,,,Ag Contraction: Pasture,,1.0000,,,,,
,,North Central Appalachians,,,,,,,,,Ag Expansion: Cropland [Type],,0.1667,,,,,
,,North Central Appalachians,,,,,,,,,Ag Expansion: Pasture [Type],,0.8333,,,,,
,,North Central Appalachians,,,,,,,,,Fire: High Severity [Type],,0.1622,,,,,
,,North Central Appalachians,,,,,,,,,Fire: Low Severity [Type],,0.7568,,,,,
,,North Central Appalachians,,,,,,,,,Fire: Medium Severity [Type],,0.0811,,,,,
,,North Central Appalachians,,,,,,,,,Intensification: Low to High [Type],,0.0000,,,,,
,,North Central Appalachians,,,,,,,,,Intensification: Low to Medium [Type],,0.0000,,,,,
,,North Central Appalachians,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,North Central Appalachians,,,,,,,,,Intensification: Open to High [Type],,0.1429,,,,,
,,North Central Appalachians,,,,,,,,,Intensification: Open to Low [Type],,0.1429,,,,,
,,North Central Appalachians,,,,,,,,,Intensification: Open to Medium [Type],,0.7143,,,,,
,,North Central Appalachians,,,,,,,,,Urbanization: High [Type],,0.0385,,,,,
,,North Central Appalachians,,,,,,,,,Urbanization: Low [Type],,0.3077,,,,,
,,North Central Appalachians,,,,,,,,,Urbanization: Medium [Type],,0.2308,,,,,
,,North Central Appalachians,,,,,,,,,Urbanization: Open [Type],,0.4231,,,,,
,,North Central Hardwood Forests,,,,,,,,,Ag Contraction: Cropland,,0.4051,,,,,
,,North Central Hardwood Forests,,,,,,,,,Ag Contraction: Pasture,,0.5949,,,,,
,,North Central Hardwood Forests,,,,,,,,,Ag Expansion: Cropland [Type],,0.6066,,,,,
,,North Central Hardwood Forests,,,,,,,,,Ag Expansion: Pasture [Type],,0.3934,,,,,
,,North Central Hardwood Forests,,,,,,,,,Fire: High Severity [Type],,0.0397,,,,,
,,North Central Hardwood Forests,,,,,,,,,Fire: Low Severity [Type],,0.8960,,,,,
,,North Central Hardwood Forests,,,,,,,,,Fire: Medium Severity [Type],,0.0643,,,,,
,,North Central Hardwood Forests,,,,,,,,,Intensification: Low to High [Type],,0.1197,,,,,
,,North Central Hardwood Forests,,,,,,,,,Intensification: Low to Medium [Type],,0.1549,,,,,
,,North Central Hardwood Forests,,,,,,,,,Intensification: Medium to High [Type],,0.0070,,,,,
,,North Central Hardwood Forests,,,,,,,,,Intensification: Open to High [Type],,0.0986,,,,,
,,North Central Hardwood Forests,,,,,,,,,Intensification: Open to Low [Type],,0.0986,,,,,
,,North Central Hardwood Forests,,,,,,,,,Intensification: Open to Medium [Type],,0.5211,,,,,
,,North Central Hardwood Forests,,,,,,,,,Urbanization: High [Type],,0.0793,,,,,
,,North Central Hardwood Forests,,,,,,,,,Urbanization: Low [Type],,0.2573,,,,,
,,North Central Hardwood Forests,,,,,,,,,Urbanization: Medium [Type],,0.2340,,,,,
,,North Central Hardwood Forests,,,,,,,,,Urbanization: Open [Type],,0.4294,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Ag Contraction: Cropland,,0.0427,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Ag Contraction: Pasture,,0.9573,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Ag Expansion: Cropland [Type],,0.2073,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Ag Expansion: Pasture [Type],,0.7927,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Fire: Low Severity [Type],,1.0000,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Fire: Medium Severity [Type],,0.0000,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Intensification: Low to High [Type],,0.1457,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Intensification: Low to Medium [Type],,0.1903,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Intensification: Medium to High [Type],,0.0324,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Intensification: Open to High [Type],,0.0688,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Intensification: Open to Low [Type],,0.1255,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Intensification: Open to Medium [Type],,0.4372,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Urbanization: High [Type],,0.0622,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Urbanization: Low [Type],,0.2951,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Urbanization: Medium [Type],,0.1854,,,,,
,,Northeastern Coastal Zone,,,,,,,,,Urbanization: Open [Type],,0.4573,,,,,
,,Northeastern Highlands,,,,,,,,,Ag Contraction: Cropland,,0.0000,,,,,
,,Northeastern Highlands,,,,,,,,,Ag Contraction: Pasture,,1.0000,,,,,
,,Northeastern Highlands,,,,,,,,,Ag Expansion: Cropland [Type],,0.1111,,,,,
,,Northeastern Highlands,,,,,,,,,Ag Expansion: Pasture [Type],,0.8889,,,,,
,,Northeastern Highlands,,,,,,,,,Fire: High Severity [Type],,0.0000,,,,,
,,Northeastern Highlands,,,,,,,,,Fire: Low Severity [Type],,0.8000,,,,,
,,Northeastern Highlands,,,,,,,,,Fire: Medium Severity [Type],,0.2000,,,,,
,,Northeastern Highlands,,,,,,,,,Intensification: Low to High [Type],,0.1250,,,,,
,,Northeastern Highlands,,,,,,,,,Intensification: Low to Medium [Type],,0.3333,,,,,
,,Northeastern Highlands,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Northeastern Highlands,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Northeastern Highlands,,,,,,,,,Intensification: Open to Low [Type],,0.0417,,,,,
,,Northeastern Highlands,,,,,,,,,Intensification: Open to Medium [Type],,0.5000,,,,,
,,Northeastern Highlands,,,,,,,,,Urbanization: High [Type],,0.0593,,,,,
,,Northeastern Highlands,,,,,,,,,Urbanization: Low [Type],,0.3475,,,,,
,,Northeastern Highlands,,,,,,,,,Urbanization: Medium [Type],,0.1441,,,,,
,,Northeastern Highlands,,,,,,,,,Urbanization: Open [Type],,0.4492,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Ag Contraction: Cropland,,0.0070,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Ag Contraction: Pasture,,0.9930,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Ag Expansion: Cropland [Type],,0.1009,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Ag Expansion: Pasture [Type],,0.8991,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Fire: High Severity [Type],,0.1111,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Fire: Low Severity [Type],,0.5556,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Fire: Medium Severity [Type],,0.3333,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Intensification: Low to High [Type],,0.3333,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Intensification: Low to Medium [Type],,0.2667,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Intensification: Open to Low [Type],,0.0667,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Intensification: Open to Medium [Type],,0.3333,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Urbanization: High [Type],,0.1132,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Urbanization: Low [Type],,0.3585,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Urbanization: Medium [Type],,0.1698,,,,,
,,Northern Allegheny Plateau,,,,,,,,,Urbanization: Open [Type],,0.3585,,,,,
,,Northern Basin and Range,,,,,,,,,Ag Contraction: Cropland,,0.5670,,,,,
,,Northern Basin and Range,,,,,,,,,Ag Contraction: Pasture,,0.4330,,,,,
,,Northern Basin and Range,,,,,,,,,Ag Expansion: Cropland [Type],,0.9648,,,,,
,,Northern Basin and Range,,,,,,,,,Ag Expansion: Pasture [Type],,0.0352,,,,,
,,Northern Basin and Range,,,,,,,,,Fire: High Severity [Type],,0.0462,,,,,
,,Northern Basin and Range,,,,,,,,,Fire: Low Severity [Type],,0.7291,,,,,
,,Northern Basin and Range,,,,,,,,,Fire: Medium Severity [Type],,0.2247,,,,,
,,Northern Basin and Range,,,,,,,,,Intensification: Low to High [Type],,0.0000,,,,,
,,Northern Basin and Range,,,,,,,,,Intensification: Low to Medium [Type],,0.5000,,,,,
,,Northern Basin and Range,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Northern Basin and Range,,,,,,,,,Intensification: Open to High [Type],,0.0000,,,,,
,,Northern Basin and Range,,,,,,,,,Intensification: Open to Low [Type],,0.0000,,,,,
,,Northern Basin and Range,,,,,,,,,Intensification: Open to Medium [Type],,0.5000,,,,,
,,Northern Basin and Range,,,,,,,,,Urbanization: High [Type],,0.1429,,,,,
,,Northern Basin and Range,,,,,,,,,Urbanization: Low [Type],,0.1429,,,,,
,,Northern Basin and Range,,,,,,,,,Urbanization: Medium [Type],,0.2857,,,,,
,,Northern Basin and Range,,,,,,,,,Urbanization: Open [Type],,0.4286,,,,,
,,Northern Glaciated Plains,,,,,,,,,Ag Contraction: Cropland,,0.5548,,,,,
,,Northern Glaciated Plains,,,,,,,,,Ag Contraction: Pasture,,0.4452,,,,,
,,Northern Glaciated Plains,,,,,,,,,Ag Expansion: Cropland [Type],,0.8821,,,,,
,,Northern Glaciated Plains,,,,,,,,,Ag Expansion: Pasture [Type],,0.1179,,,,,
,,Northern Glaciated Plains,,,,,,,,,Fire: High Severity [Type],,0.0181,,,,,
,,Northern Glaciated Plains,,,,,,,,,Fire: Low Severity [Type],,0.9458,,,,,
,,Northern Glaciated Plains,,,,,,,,,Fire: Medium Severity [Type],,0.0361,,,,,
,,Northern Glaciated Plains,,,,,,,,,Intensification: Low to High [Type],,0.1364,,,,,
,,Northern Glaciated Plains,,,,,,,,,Intensification: Low to Medium [Type],,0.1364,,,,,
,,Northern Glaciated Plains,,,,,,,,,Intensification: Medium to High [Type],,0.0000,,,,,
,,Northern Glaciated Plains,,,,,,,,,Intensification: Open to High [Type],,0.1364,,,,,
,,Northern Glaciated Plains,,,,,,,,,Intensification: Open to Low [Type],,0.1364,,,,,
,,Northern Glaciated Plains,,,,,,,,,Intensification: Open to Medium [Type],,0.4545,,,,,
,,Northern Glaciated Plains,,,,,,,,,Urbanization: High [Type],,0.0357,,,,,
,,Northern Glaciated Plains,,,,,,,,,Urbanization: Low [Type],,0.2321,,,,,
,,Northern Glaciated Plains,,,,,,,,,Urbanization: Medium [Type],,0.2946,,,,,
,,Northern Glaciated Plains,,,,,,,,,Urbanization: Open [Type],,0.4375,,,,,
,,Northern Lakes and Forests,,,,,,,,,Ag Contraction: Cropland,,0.2272,,,,,
,,Northern Lakes and Forests,,,,,,,,,Ag Contraction: Pasture,,0.7728,,,,,
,,Northern Lakes and Forests,,,,,,,,,Ag Expansion: Cropland [Type],,0.6084,,,,,
,,Northern Lakes and Forests,,,,,,,,,Ag Expansion: Pasture [Type],,0.3916,,,,,
,,Northern Lakes and Forests,,,,,,,,,Fire: High Severity [Type],,0.2035,,,,,
,,Northern Lakes and Forests,,,,,,,,,Fire: Low Severity [Type],,0.6245,,,,,
,,Northern Lakes and Forests,,,,,,,,,Fire: Medium Severity [Type],,0.1721,,,,,
,,Northern Lakes and Forests,,,,,,,,,Intensification: Low to High [Type],,0.1064,,,,,
,,Northern Lakes and Forests,,,,,,,,,Intensification: Low to Medium [Type],,0.1702,,,,,
,,Northern Lakes and Forests,,,,,,,,,Intensification: Medium to High [Type],,0.0213,,,,,
,,Northern Lakes and Forests,,,,,,,,,Intensification: Open to High [Type],,0.0638,,,,,
,,Northern Lakes and Forests,,,,,,,,,Intensification: Open to Low [Type],,0.0638,,,,,
,,Northern Lakes and Forests,,,,,,,,,Intensification: Open to Medium [Type],,0.5745,,,,,
,,Northern Lakes and Forests,,,,,,,,,Urbanization: High [Type],,0.0707,,,,,
,,Northern Lakes and Forests,,,,,,,,,Urbanization: Low [Type],,0.3737,,,,,
,,Northern Lakes and Forests,,,,,,,,,Urbanization: Medium [Type],,0.1717,,,,,
,,Northern Lakes and Forests,,,,,,,,,Urbanization: Open [Type],,0.3838,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Ag Contraction: Cropland,,0.4205,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Ag Contraction: Pasture,,0.5795,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Ag Expansion: Cropland [Type],,0.5817,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Ag Expansion: Pasture [Type],,0.4183,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Fire: High Severity [Type],,0.0150,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Fire: Low Severity [Type],,0.9162,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Fire: Medium Severity [Type],,0.0689,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Intensification: Low to High [Type],,1.0000,,,,,
,,Northern Minnesota Wetlands,,,,,,,,,Intensification: Low to Medium [Type],,0.0000,,,,,
